family,config,proxy_score,proxy_Q_A,proxy_Q_B,S,Q_A,Q_B,Q_C,I_A,I_B,I_C,binding_A,binding_B,binding_C,expansion
SD,"lam=0.01,warm=0.3",46.51980335356009,0.47214053775487663,0.4583576141003684,35.602422847843975,0.3733256969826223,0.35968014723615294,0.3360735317991096,0.9072271585464478,0.9059133231639862,0.8713287562131882,"(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)",False
SD,"lam=0.1,warm=0.1",46.47130255394642,0.4723813271350812,0.457169205683458,35.44898260068593,0.36687649033319425,0.35977942082849457,0.33748550507272423,0.9079726934432983,0.9064134657382965,0.8702053278684616,"(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)",False
SD,"lam=0.01,warm=0.1",46.45159586909036,0.4713206157215337,0.4578095434000999,35.43228682217626,0.3714043478401219,0.3602093883661651,0.3325029763775122,0.9077241718769073,0.9059133231639862,0.8696077167987823,"(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)",False
SD,"lam=0.1,warm=0.5",46.28943485439173,0.46918910639148476,0.45668404273459995,35.42831339951725,0.3684117201826609,0.35982988653545334,0.3354445681032032,0.9079726934432983,0.9066677838563919,0.8708156645298004,"(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)",False
SD,"lam=1,warm=0.1",46.555723658182,0.47402043033799607,0.4572451452760246,35.40882575968197,0.36944003832104466,0.35982988653545334,0.33395917675235187,0.9079726934432983,0.9066677838563919,0.868750587105751,"(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)",False
SD,"lam=0.1,warm=0.3",46.30789490642707,0.46956340270266805,0.45668404273459995,35.25769867092031,0.3673896557328013,0.35977942082849457,0.3315878759957124,0.9079726934432983,0.9064134657382965,0.8677241504192352,"(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)",False
GroupDRO,"eta=100,warm=0",48.71110935380031,0.6452072081650403,0.3677535130498652,33.98139181743929,0.437052718464385,0.43012915465760443,0.20873283996780012,0.89423568546772,0.8642405122518539,0.4147973507642746,"(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)","(0.1, 0.1, 1.0, 1.0)",True
GroupDRO,"eta=1000,warm=0.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diverged,diverged,diverged,True
GroupDRO,"eta=10000,warm=0.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diverged,diverged,diverged,True
GroupDRO,"eta=1000,warm=0.65",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diverged,diverged,diverged,True
